,text,chapter,x,y,sent_size
3443,"You will always think me a rascal now.”  Fred turned round and hurried out of the room, conscious that he was getting rather womanish, and feeling confusedly that his being sorry was not of much use to the Garths.",CHAPTER XXIV.,11.966906,4.7476573,39
3444,"They could see him mount, and quickly pass through the gate.",CHAPTER XXIV.,4.7773705,1.8949957,11
3445,"“I am disappointed in Fred Vincy,” said Mrs. Garth.",CHAPTER XXIV.,11.639462,4.7155213,9
3446,“I would not have believed beforehand that he would have drawn you into his debts.,CHAPTER XXIV.,7.774229,4.63938,15
3447,"I knew he was extravagant, but I did not think that he would be so mean as to hang his risks on his oldest friend, who could the least afford to lose.”  “I was a fool, Susan.”  “That you were,” said the wife, nodding and smiling.",CHAPTER XXIV.,10.226339,3.1730833,46
3448,“But I should not have gone to publish it in the market-place.,CHAPTER XXIV.,8.406513,5.030555,12
3449,Why should you keep such things from me?,CHAPTER XXIV.,8.6437435,5.033489,8
3450,"It is just so with your buttons: you let them burst off without telling me, and go out with your wristband hanging.",CHAPTER XXIV.,8.37722,5.1937046,22
3451,"If I had only known I might have been ready with some better plan.”  “You are sadly cut up, I know, Susan,” said Caleb, looking feelingly at her.",CHAPTER XXIV.,12.092835,6.475655,28
3452,"“I can’t abide your losing the money you’ve scraped together for Alfred.”  “It is very well that I had scraped it together; and it is you who will have to suffer, for you must teach the boy yourself.",CHAPTER XXIV.,11.475938,5.422806,38
3453,You must give up your bad habits.,CHAPTER XXIV.,8.274916,5.215984,7
3454,"Some men take to drinking, and you have taken to working without pay.",CHAPTER XXIV.,7.826842,4.514922,13
3455,You must indulge yourself a little less in that.,CHAPTER XXIV.,8.273158,5.0445566,9
3456,"And you must ride over to Mary, and ask the child what money she has.”  Caleb had pushed his chair back, and was leaning forward, shaking his head slowly, and fitting his finger-tips together with much nicety.",CHAPTER XXIV.,12.157635,6.4434047,37
3457,“Poor Mary!” he said.,CHAPTER XXIV.,11.143665,3.7848475,4
3458,"“Susan,” he went on in a lowered tone, “I’m afraid she may be fond of Fred.”  “Oh no!",CHAPTER XXIV.,11.69382,4.5475874,18
3459,"She always laughs at him; and he is not likely to think of her in any other than a brotherly way.”  Caleb made no rejoinder, but presently lowered his spectacles, drew up his chair to the desk, and said, “Deuce take the bill—I wish it was at Hanover!",CHAPTER XXIV.,12.0409155,6.483926,48
3460,"These things are a sad interruption to business!”  The first part of this speech comprised his whole store of maledictory expression, and was uttered with a slight snarl easy to imagine.",CHAPTER XXIV.,10.59892,4.8781133,31
3461,"But it would be difficult to convey to those who never heard him utter the word “business,” the peculiar tone of fervid veneration, of religious regard, in which he wrapped it, as a consecrated symbol is wrapped in its gold-fringed linen.",CHAPTER XXIV.,6.9220963,3.9292085,41
3462,"Caleb Garth often shook his head in meditation on the value, the indispensable might of that myriad-headed, myriad-handed labor by which the social body is fed, clothed, and housed.",CHAPTER XXIV.,11.992777,6.604249,29
3463,It had laid hold of his imagination in boyhood.,CHAPTER XXIV.,8.210444,2.329461,9
3464,"The echoes of the great hammer where roof or keel were a-making, the signal-shouts of the workmen, the roar of the furnace, the thunder and plash of the engine, were a sublime music to him; the felling and lading of timber, and the huge trunk vibrating star-like in the distance along the highway, the crane at work on the wharf, the piled-up produce in warehouses, the precision and variety of muscular effort wherever exact work had to be turned out,—all these sights of his youth had acted on him as poetry without the aid of the poets, had made a philosophy for him without the aid of philosophers, a religion without the aid of theology.",CHAPTER XXIV.,7.809713,2.3311505,115
3465,"His early ambition had been to have as effective a share as possible in this sublime labor, which was peculiarly dignified by him with the name of “business;” and though he had only been a short time under a surveyor, and had been chiefly his own teacher, he knew more of land, building, and mining than most of the special men in the county.",CHAPTER XXIV.,7.363504,3.296211,64
3466,"His classification of human employments was rather crude, and, like the categories of more celebrated men, would not be acceptable in these advanced times.",CHAPTER XXIV.,7.592604,3.069197,24
3467,"He divided them into “business, politics, preaching, learning, and amusement.” He had nothing to say against the last four; but he regarded them as a reverential pagan regarded other gods than his own.",CHAPTER XXIV.,7.8170433,2.913297,33
3468,"In the same way, he thought very well of all ranks, but he would not himself have liked to be of any rank in which he had not such close contact with “business” as to get often honorably decorated with marks of dust and mortar, the damp of the engine, or the sweet soil of the woods and fields.",CHAPTER XXIV.,7.3805275,3.1160047,59
3469,"Though he had never regarded himself as other than an orthodox Christian, and would argue on prevenient grace if the subject were proposed to him, I think his virtual divinities were good practical schemes, accurate work, and the faithful completion of undertakings: his prince of darkness was a slack workman.",CHAPTER XXIV.,7.6770787,3.122836,50
3470,"But there was no spirit of denial in Caleb, and the world seemed so wondrous to him that he was ready to accept any number of systems, like any number of firmaments, if they did not obviously interfere with the best land-drainage, solid building, correct measuring, and judicious boring (for coal).",CHAPTER XXIV.,11.895195,6.7003336,51
3471,"In fact, he had a reverential soul with a strong practical intelligence.",CHAPTER XXIV.,8.086381,2.7652073,12
3472,"But he could not manage finance: he knew values well, but he had no keenness of imagination for monetary results in the shape of profit and loss: and having ascertained this to his cost, he determined to give up all forms of his beloved “business” which required that talent.",CHAPTER XXIV.,7.356803,3.449781,49
3473,"He gave himself up entirely to the many kinds of work which he could do without handling capital, and was one of those precious men within his own district whom everybody would choose to work for them, because he did his work well, charged very little, and often declined to charge at all.",CHAPTER XXIV.,7.3389244,3.3319483,53
3474,"It is no wonder, then, that the Garths were poor, and “lived in a small way.” However, they did not mind it.",CHAPTER XXIV.,12.201567,4.1962857,22
3475," “Love seeketh not itself to please,     Nor for itself hath any care But for another gives its ease     And builds a heaven in hell’s despair. . . . . . . . Love seeketh only self to please,     To bind another to its delight, Joys in another’s loss of ease,     And builds a hell in heaven’s despite.” —W.",CHAPTER XXV.,8.997254,2.6275864,58
3476,BLAKE: Songs of Experience.,CHAPTER XXV.,7.11549,1.4499352,4
3477,"Fred Vincy wanted to arrive at Stone Court when Mary could not expect him, and when his uncle was not downstairs: in that case she might be sitting alone in the wainscoted parlor.",CHAPTER XXV.,11.200813,4.923466,33
3478,"He left his horse in the yard to avoid making a noise on the gravel in front, and entered the parlor without other notice than the noise of the door-handle.",CHAPTER XXV.,7.629214,1.8192874,30
3479,"Mary was in her usual corner, laughing over Mrs. Piozzi’s recollections of Johnson, and looked up with the fun still in her face.",CHAPTER XXV.,11.506557,3.9978013,23
3480,"It gradually faded as she saw Fred approach her without speaking, and stand before her with his elbow on the mantel-piece, looking ill. She too was silent, only raising her eyes to him inquiringly.",CHAPTER XXV.,11.840163,4.6172457,34
3481,"“Mary,” he began, “I am a good-for-nothing blackguard.”  “I should think one of those epithets would do at a time,” said Mary, trying to smile, but feeling alarmed.",CHAPTER XXV.,11.107117,3.7476273,28
3482,“I know you will never think well of me any more.,CHAPTER XXV.,9.896896,4.6459723,11
3483,You will think me a liar.,CHAPTER XXV.,8.671113,5.654945,6
3484,You will think me dishonest.,CHAPTER XXV.,8.645102,5.556513,5
3485,"You will think I didn’t care for you, or your father and mother.",CHAPTER XXV.,10.188734,4.055982,13
3486,"You always do make the worst of me, I know.”  “I cannot deny that I shall think all that of you, Fred, if you give me good reasons.",CHAPTER XXV.,10.26596,4.686114,28
3487,But please to tell me at once what you have done.,CHAPTER XXV.,8.357069,5.4669313,11
3488,I would rather know the painful truth than imagine it.”  “I owed money—a hundred and sixty pounds.,CHAPTER XXV.,6.954407,5.245711,17
3489,I asked your father to put his name to a bill.,CHAPTER XXV.,7.6094375,5.235308,11
3490,I thought it would not signify to him.,CHAPTER XXV.,8.223834,3.9009538,8
3491,"I made sure of paying the money myself, and I have tried as hard as I could.",CHAPTER XXV.,7.6265297,5.445877,17
3492,"And now, I have been so unlucky—a horse has turned out badly—I can only pay fifty pounds.",CHAPTER XXV.,6.7693157,5.294988,17
3493,And I can’t ask my father for the money: he would not give me a farthing.,CHAPTER XXV.,7.576517,5.173951,16
3494,And my uncle gave me a hundred a little while ago.,CHAPTER XXV.,7.022163,5.374009,11
3495,So what can I do?,CHAPTER XXV.,8.287379,5.836493,5
3496,"And now your father has no ready money to spare, and your mother will have to pay away her ninety-two pounds that she has saved, and she says your savings must go too.",CHAPTER XXV.,7.63123,5.236994,33
3497,"You see what a—”  “Oh, poor mother, poor father!” said Mary, her eyes filling with tears, and a little sob rising which she tried to repress.",CHAPTER XXV.,11.065477,3.6541524,26
3498,"She looked straight before her and took no notice of Fred, all the consequences at home becoming present to her.",CHAPTER XXV.,11.920065,4.481845,20
3499,"He too remained silent for some moments, feeling more miserable than ever.",CHAPTER XXV.,8.2155695,2.503738,12
3500,"“I wouldn’t have hurt you for the world, Mary,” he said at last.",CHAPTER XXV.,11.034281,3.6713784,13
3501,"“You can never forgive me.”  “What does it matter whether I forgive you?” said Mary, passionately.",CHAPTER XXV.,11.150143,3.7943494,16
3502,"“Would that make it any better for my mother to lose the money she has been earning by lessons for four years, that she might send Alfred to Mr. Hanmer’s?",CHAPTER XXV.,11.247054,5.2607884,30
3503,"Should you think all that pleasant enough if I forgave you?”  “Say what you like, Mary.",CHAPTER XXV.,10.995613,3.8972435,16
3504,"I deserve it all.”  “I don’t want to say anything,” said Mary, more quietly, “and my anger is of no use.” She dried her eyes, threw aside her book, rose and fetched her sewing.",CHAPTER XXV.,11.076632,3.5491886,34
3505,"Fred followed her with his eyes, hoping that they would meet hers, and in that way find access for his imploring penitence.",CHAPTER XXV.,11.812256,4.7148848,22
3506,But no!,CHAPTER XXV.,9.210588,6.266613,2
3507,Mary could easily avoid looking upward.,CHAPTER XXV.,11.503886,3.2743483,6
3508,"“I do care about your mother’s money going,” he said, when she was seated again and sewing quickly.",CHAPTER XXV.,10.424016,3.9518678,18
3509,"“I wanted to ask you, Mary—don’t you think that Mr. Featherstone—if you were to tell him—tell him, I mean, about apprenticing Alfred—would advance the money?”  “My family is not fond of begging, Fred.",CHAPTER XXV.,11.327708,5.322176,33
3510,We would rather work for our money.,CHAPTER XXV.,7.6192827,5.253014,7
3511,"Besides, you say that Mr. Featherstone has lately given you a hundred pounds.",CHAPTER XXV.,6.867187,5.236145,13
3512,He rarely makes presents; he has never made presents to us.,CHAPTER XXV.,8.031855,4.2809725,11
3513,"I am sure my father will not ask him for anything; and even if I chose to beg of him, it would be of no use.”  “I am so miserable, Mary—if you knew how miserable I am, you would be sorry for me.”  “There are other things to be more sorry for than that.",CHAPTER XXV.,10.80236,4.070242,54
3514,But selfish people always think their own discomfort of more importance than anything else in the world.,CHAPTER XXV.,8.478289,4.251558,17
3515,I see enough of that every day.”  “It is hardly fair to call me selfish.,CHAPTER XXV.,8.293804,4.5942163,15
3516,"If you knew what things other young men do, you would think me a good way off the worst.”  “I know that people who spend a great deal of money on themselves without knowing how they shall pay, must be selfish.",CHAPTER XXV.,7.843267,4.7139072,41
3517,"They are always thinking of what they can get for themselves, and not of what other people may lose.”  “Any man may be unfortunate, Mary, and find himself unable to pay when he meant it.",CHAPTER XXV.,7.6218104,4.5598836,35
3518,"There is not a better man in the world than your father, and yet he got into trouble.”  “How dare you make any comparison between my father and you, Fred?” said Mary, in a deep tone of indignation.",CHAPTER XXV.,11.363478,4.4263577,38
3519,"“He never got into trouble by thinking of his own idle pleasures, but because he was always thinking of the work he was doing for other people.",CHAPTER XXV.,8.1757765,3.732568,27
3520,"And he has fared hard, and worked hard to make good everybody’s loss.”  “And you think that I shall never try to make good anything, Mary.",CHAPTER XXV.,9.9499445,4.3173556,26
3521,It is not generous to believe the worst of a man.,CHAPTER XXV.,8.233013,3.8095334,11
3522,"When you have got any power over him, I think you might try and use it to make him better; but that is what you never do.",CHAPTER XXV.,8.370093,4.134857,27
3523,"However, I’m going,” Fred ended, languidly.",CHAPTER XXV.,11.713436,5.244568,6
3524,“I shall never speak to you about anything again.,CHAPTER XXV.,9.580062,4.514416,9
3525,I’m very sorry for all the trouble I’ve caused—that’s all.”  Mary had dropped her work out of her hand and looked up.,CHAPTER XXV.,11.335394,3.605561,22
3526,"There is often something maternal even in a girlish love, and Mary’s hard experience had wrought her nature to an impressibility very different from that hard slight thing which we call girlishness.",CHAPTER XXV.,11.311689,3.4267895,32
3527,"At Fred’s last words she felt an instantaneous pang, something like what a mother feels at the imagined sobs or cries of her naughty truant child, which may lose itself and get harm.",CHAPTER XXV.,11.84164,4.7193294,33
3528,"And when, looking up, her eyes met his dull despairing glance, her pity for him surmounted her anger and all her other anxieties.",CHAPTER XXV.,9.698749,1.7403715,23
3529,"“Oh, Fred, how ill you look!",CHAPTER XXV.,11.577976,5.1194596,6
3530,Sit down a moment.,CHAPTER XXV.,8.433839,5.8457136,4
3531,Don’t go yet.,CHAPTER XXV.,8.878068,5.4513373,3
3532,Let me tell uncle that you are here.,CHAPTER XXV.,9.6736355,3.6144295,8
3533,"He has been wondering that he has not seen you for a whole week.” Mary spoke hurriedly, saying the words that came first without knowing very well what they were, but saying them in a half-soothing half-beseeching tone, and rising as if to go away to Mr. Featherstone.",CHAPTER XXV.,11.011376,4.616923,48
3534,Of course Fred felt as if the clouds had parted and a gleam had come: he moved and stood in her way.,CHAPTER XXV.,11.810619,4.7886424,22
3535,"“Say one word, Mary, and I will do anything.",CHAPTER XXV.,11.001872,3.9663446,9
3536,"Say you will not think the worst of me—will not give me up altogether.”  “As if it were any pleasure to me to think ill of you,” said Mary, in a mournful tone.",CHAPTER XXV.,9.931022,4.421012,33
3537,“As if it were not very painful to me to see you an idle frivolous creature.,CHAPTER XXV.,9.80581,4.77132,16
3538,"How can you bear to be so contemptible, when others are working and striving, and there are so many things to be done—how can you bear to be fit for nothing in the world that is useful?",CHAPTER XXV.,8.570378,4.1797028,37
3539,"And with so much good in your disposition, Fred,—you might be worth a great deal.”  “I will try to be anything you like, Mary, if you will say that you love me.”  “I should be ashamed to say that I loved a man who must always be hanging on others, and reckoning on what they would do for him.",CHAPTER XXV.,11.149073,4.453399,59
3540,What will you be when you are forty?,CHAPTER XXV.,7.5927243,5.251918,8
3541,"Like Mr. Bowyer, I suppose—just as idle, living in Mrs. Beck’s front parlor—fat and shabby, hoping somebody will invite you to dinner—spending your morning in learning a comic song—oh no!",CHAPTER XXV.,6.9299664,1.6197215,30
3542,"learning a tune on the flute.”  Mary’s lips had begun to curl with a smile as soon as she had asked that question about Fred’s future (young souls are mobile), and before she ended, her face had its full illumination of fun.",CHAPTER XXV.,11.618694,4.841971,42
3543,"To him it was like the cessation of an ache that Mary could laugh at him, and with a passive sort of smile he tried to reach her hand; but she slipped away quickly towards the door and said, “I shall tell uncle.",CHAPTER XXV.,11.258212,3.8899505,43
3544,"You must see him for a moment or two.”  Fred secretly felt that his future was guaranteed against the fulfilment of Mary’s sarcastic prophecies, apart from that “anything” which he was ready to do if she would define it.",CHAPTER XXV.,11.733394,4.8519783,39
3545,"He never dared in Mary’s presence to approach the subject of his expectations from Mr. Featherstone, and she always ignored them, as if everything depended on himself.",CHAPTER XXV.,11.264026,4.539529,27
3546,"But if ever he actually came into the property, she must recognize the change in his position.",CHAPTER XXV.,10.8502035,1.9329551,17
3547,"All this passed through his mind somewhat languidly, before he went up to see his uncle.",CHAPTER XXV.,9.733638,3.3773715,16
3548,"He stayed but a little while, excusing himself on the ground that he had a cold; and Mary did not reappear before he left the house.",CHAPTER XXV.,9.159274,1.4312011,26
3549,"But as he rode home, he began to be more conscious of being ill, than of being melancholy.",CHAPTER XXV.,8.061732,2.2992113,18
3550,"When Caleb Garth arrived at Stone Court soon after dusk, Mary was not surprised, although he seldom had leisure for paying her a visit, and was not at all fond of having to talk with Mr. Featherstone.",CHAPTER XXV.,11.031201,5.565539,37
3551,"The old man, on the other hand, felt himself ill at ease with a brother-in-law whom he could not annoy, who did not mind about being considered poor, had nothing to ask of him, and understood all kinds of farming and mining business better than he did.",CHAPTER XXV.,9.175065,3.2595758,47
3552,"But Mary had felt sure that her parents would want to see her, and if her father had not come, she would have obtained leave to go home for an hour or two the next day.",CHAPTER XXV.,11.38934,3.1405988,36
3553,"After discussing prices during tea with Mr. Featherstone, Caleb rose to bid him good-by, and said, “I want to speak to you, Mary.”  She took a candle into another large parlor, where there was no fire, and setting down the feeble light on the dark mahogany table, turned round to her father, and putting her arms round his neck kissed him with childish kisses which he delighted in,—the expression of his large brows softening as the expression of a great beautiful dog softens when it is caressed.",CHAPTER XXV.,12.047364,6.433762,87
3554,"Mary was his favorite child, and whatever Susan might say, and right as she was on all other subjects, Caleb thought it natural that Fred or any one else should think Mary more lovable than other girls.",CHAPTER XXV.,12.049502,6.074222,37
3555,"“I’ve got something to tell you, my dear,” said Caleb in his hesitating way.",CHAPTER XXV.,12.058838,6.6080365,14
3556,"“No very good news; but then it might be worse.”  “About money, father?",CHAPTER XXV.,10.312287,4.1633244,13
3557,I think I know what it is.”  “Ay?,CHAPTER XXV.,9.556461,5.225856,8
3558,how can that be?,CHAPTER XXV.,8.862382,6.162497,4
3559,"You see, I’ve been a bit of a fool again, and put my name to a bill, and now it comes to paying; and your mother has got to part with her savings, that’s the worst of it, and even they won’t quite make things even.",CHAPTER XXV.,7.6112304,5.332048,46
3560,"We wanted a hundred and ten pounds: your mother has ninety-two, and I have none to spare in the bank; and she thinks that you have some savings.”  “Oh yes; I have more than four-and-twenty pounds.",CHAPTER XXV.,7.0463576,5.333861,36
3561,"I thought you would come, father, so I put it in my bag.",CHAPTER XXV.,10.103275,4.3128486,13
3562,See!,CHAPTER XXV.,9.22442,6.259649,1
3563,beautiful white notes and gold.”  Mary took out the folded money from her reticule and put it into her father’s hand.,CHAPTER XXV.,11.144439,3.6801758,21
3564,"“Well, but how—we only want eighteen—here, put the rest back, child,—but how did you know about it?” said Caleb, who, in his unconquerable indifference to money, was beginning to be chiefly concerned about the relation the affair might have to Mary’s affections.",CHAPTER XXV.,12.109102,6.480793,42
3565,“Fred told me this morning.”  “Ah!,CHAPTER XXV.,11.681295,5.144597,6
3566,"Did he come on purpose?”  “Yes, I think so.",CHAPTER XXV.,10.073448,4.434768,9
3567,"He was a good deal distressed.”  “I’m afraid Fred is not to be trusted, Mary,” said the father, with hesitating tenderness.",CHAPTER XXV.,11.719767,4.8243904,21
3568,"“He means better than he acts, perhaps.",CHAPTER XXV.,9.740232,4.254023,7
3569,"But I should think it a pity for any body’s happiness to be wrapped up in him, and so would your mother.”  “And so should I, father,” said Mary, not looking up, but putting the back of her father’s hand against her cheek.",CHAPTER XXV.,10.92911,3.7424548,43
3570,"“I don’t want to pry, my dear.",CHAPTER XXV.,9.578664,5.3544674,7
3571,"But I was afraid there might be something between you and Fred, and I wanted to caution you.",CHAPTER XXV.,11.865516,5.2574697,18
3572,"You see, Mary”—here Caleb’s voice became more tender; he had been pushing his hat about on the table and looking at it, but finally he turned his eyes on his daughter—“a woman, let her be as good as she may, has got to put up with the life her husband makes for her.",CHAPTER XXV.,12.201981,6.4111066,53
3573,Your mother has had to put up with a good deal because of me.”  Mary turned the back of her father’s hand to her lips and smiled at him.,CHAPTER XXV.,10.873379,3.796797,29
3574,"“Well, well, nobody’s perfect, but”—here Mr. Garth shook his head to help out the inadequacy of words—“what I am thinking of is—what it must be for a wife when she’s never sure of her husband, when he hasn’t got a principle in him to make him more afraid of doing the wrong thing by others than of getting his own toes pinched.",CHAPTER XXV.,10.405042,3.456495,62
3575,"That’s the long and the short of it, Mary.",CHAPTER XXV.,11.376036,3.55473,9
3576,"Young folks may get fond of each other before they know what life is, and they may think it all holiday if they can only get together; but it soon turns into working day, my dear.",CHAPTER XXV.,9.479974,2.9047248,36
3577,"However, you have more sense than most, and you haven’t been kept in cotton-wool: there may be no occasion for me to say this, but a father trembles for his daughter, and you are all by yourself here.”  “Don’t fear for me, father,” said Mary, gravely meeting her father’s eyes; “Fred has always been very good to me; he is kind-hearted and affectionate, and not false, I think, with all his self-indulgence.",CHAPTER XXV.,11.358752,4.7369375,72
3578,"But I will never engage myself to one who has no manly independence, and who goes on loitering away his time on the chance that others will provide for him.",CHAPTER XXV.,8.1382885,4.809477,30
3579,You and my mother have taught me too much pride for that.”  “That’s right—that’s right.,CHAPTER XXV.,9.98242,4.943987,15
3580,"Then I am easy,” said Mr. Garth, taking up his hat.",CHAPTER XXV.,12.107046,4.3060255,11
3581,"“But it’s hard to run away with your earnings, eh child.”  “Father!” said Mary, in her deepest tone of remonstrance.",CHAPTER XXV.,10.899791,3.8661437,20
3582,"“Take pocketfuls of love besides to them all at home,” was her last word before he closed the outer door on himself.",CHAPTER XXV.,10.437993,1.8831489,22
3583,"“I suppose your father wanted your earnings,” said old Mr. Featherstone, with his usual power of unpleasant surmise, when Mary returned to him.",CHAPTER XXV.,10.942762,4.989853,23
3584,"“He makes but a tight fit, I reckon.",CHAPTER XXV.,9.53515,4.329196,8
3585,"You’re of age now; you ought to be saving for yourself.”  “I consider my father and mother the best part of myself, sir,” said Mary, coldly.",CHAPTER XXV.,10.910254,3.8231452,26
3586,"Mr. Featherstone grunted: he could not deny that an ordinary sort of girl like her might be expected to be useful, so he thought of another rejoinder, disagreeable enough to be always apropos.",CHAPTER XXV.,10.794638,5.430403,33
3587,"“If Fred Vincy comes to-morrow, now, don’t you keep him chattering: let him come up to me.”",CHAPTER XXV.,11.115436,5.085224,17
3588, He beats me and I rail at him: O worthy satisfaction!,CHAPTER XXVI.,10.57753,4.376669,11
3589,would it were otherwise—that I could beat him while he railed at me.—Troilus and Cressida.,CHAPTER XXVI.,7.074096,2.7043996,15
3590,"But Fred did not go to Stone Court the next day, for reasons that were quite peremptory.",CHAPTER XXVI.,11.088661,5.519425,17
3591,"From those visits to unsanitary Houndsley streets in search of Diamond, he had brought back not only a bad bargain in horse-flesh, but the further misfortune of some ailment which for a day or two had deemed mere depression and headache, but which got so much worse when he returned from his visit to Stone Court that, going into the dining-room, he threw himself on the sofa, and in answer to his mother’s anxious question, said, “I feel very ill: I think you must send for Wrench.”  Wrench came, but did not apprehend anything serious, spoke of a “slight derangement,” and did not speak of coming again on the morrow.",CHAPTER XXVI.,5.5292864,3.3357236,110
3592,"He had a due value for the Vincys’ house, but the wariest men are apt to be dulled by routine, and on worried mornings will sometimes go through their business with the zest of the daily bell-ringer.",CHAPTER XXVI.,10.642293,4.7199693,37
3593,"Mr. Wrench was a small, neat, bilious man, with a well-dressed wig: he had a laborious practice, an irascible temper, a lymphatic wife and seven children; and he was already rather late before setting out on a four-miles drive to meet Dr. Minchin on the other side of Tipton, the decease of Hicks, a rural practitioner, having increased Middlemarch practice in that direction.",CHAPTER XXVI.,5.4805107,3.3301635,63
3594,"Great statesmen err, and why not small medical men?",CHAPTER XXVI.,5.9410715,3.1706352,9
3595,"Mr. Wrench did not neglect sending the usual white parcels, which this time had black and drastic contents.",CHAPTER XXVI.,5.462185,3.3521168,18
3596,"Their effect was not alleviating to poor Fred, who, however, unwilling as he said to believe that he was “in for an illness,” rose at his usual easy hour the next morning and went down-stairs meaning to breakfast, but succeeded in nothing but in sitting and shivering by the fire.",CHAPTER XXVI.,11.901717,5.4384446,50
3597,"Mr. Wrench was again sent for, but was gone on his rounds, and Mrs. Vincy seeing her darling’s changed looks and general misery, began to cry and said she would send for Dr. Sprague.",CHAPTER XXVI.,5.4909916,3.318458,34
3598,"“Oh, nonsense, mother!",CHAPTER XXVI.,9.33184,5.9205623,3
3599,"It’s nothing,” said Fred, putting out his hot dry hand to her, “I shall soon be all right.",CHAPTER XXVI.,11.71545,4.9139404,18
3600,"I must have taken cold in that nasty damp ride.”  “Mamma!” said Rosamond, who was seated near the window (the dining-room windows looked on that highly respectable street called Lowick Gate), “there is Mr. Lydgate, stopping to speak to some one.",CHAPTER XXVI.,5.3982067,1.1206005,41
3601,If I were you I would call him in.,CHAPTER XXVI.,8.957245,4.127584,9
3602,He has cured Ellen Bulstrode.,CHAPTER XXVI.,4.314389,4.06761,5
3603,"They say he cures every one.”  Mrs. Vincy sprang to the window and opened it in an instant, thinking only of Fred and not of medical etiquette.",CHAPTER XXVI.,11.047589,4.8802204,27
3604,"Lydgate was only two yards off on the other side of some iron palisading, and turned round at the sudden sound of the sash, before she called to him.",CHAPTER XXVI.,4.9378467,1.3163184,29
3605,"In two minutes he was in the room, and Rosamond went out, after waiting just long enough to show a pretty anxiety conflicting with her sense of what was becoming.",CHAPTER XXVI.,6.958076,1.1318952,30
3606,"Lydgate had to hear a narrative in which Mrs. Vincy’s mind insisted with remarkable instinct on every point of minor importance, especially on what Mr. Wrench had said and had not said about coming again.",CHAPTER XXVI.,5.179171,1.8788973,35
3607,"That there might be an awkward affair with Wrench, Lydgate saw at once; but the case was serious enough to make him dismiss that consideration: he was convinced that Fred was in the pink-skinned stage of typhoid fever, and that he had taken just the wrong medicines.",CHAPTER XXVI.,5.1257167,2.7655318,47
3608,"He must go to bed immediately, must have a regular nurse, and various appliances and precautions must be used, about which Lydgate was particular.",CHAPTER XXVI.,4.8273616,2.861205,24
3609,Poor Mrs. Vincy’s terror at these indications of danger found vent in such words as came most easily.,CHAPTER XXVI.,10.686814,4.8292003,18
3610,"She thought it “very ill usage on the part of Mr. Wrench, who had attended their house so many years in preference to Mr. Peacock, though Mr. Peacock was equally a friend.",CHAPTER XXVI.,5.7606044,3.7413237,32
3611,"Why Mr. Wrench should neglect her children more than others, she could not for the life of her understand.",CHAPTER XXVI.,5.4690547,3.3371367,19
3612,"He had not neglected Mrs. Larcher’s when they had the measles, nor indeed would Mrs. Vincy have wished that he should.",CHAPTER XXVI.,10.93855,4.8708687,21
3613,"And if anything should happen—”  Here poor Mrs. Vincy’s spirit quite broke down, and her Niobe throat and good-humored face were sadly convulsed.",CHAPTER XXVI.,10.995751,4.87445,23
3614,"This was in the hall out of Fred’s hearing, but Rosamond had opened the drawing-room door, and now came forward anxiously.",CHAPTER XXVI.,7.2453284,1.0612913,21
3615,"Lydgate apologized for Mr. Wrench, said that the symptoms yesterday might have been disguising, and that this form of fever was very equivocal in its beginnings: he would go immediately to the druggist’s and have a prescription made up in order to lose no time, but he would write to Mr. Wrench and tell him what had been done.",CHAPTER XXVI.,5.100842,2.7641022,59
3616,“But you must come again—you must go on attending Fred.,CHAPTER XXVI.,11.6607,5.1613455,10
3617,I can’t have my boy left to anybody who may come or not.,CHAPTER XXVI.,8.006984,4.608283,13
3618,"I bear nobody ill-will, thank God, and Mr. Wrench saved me in the pleurisy, but he’d better have let me die—if—if—”  “I will meet Mr. Wrench here, then, shall I?” said Lydgate, really believing that Wrench was not well prepared to deal wisely with a case of this kind.",CHAPTER XXVI.,5.4541364,3.327956,49
3619,"“Pray make that arrangement, Mr. Lydgate,” said Rosamond, coming to her mother’s aid, and supporting her arm to lead her away.",CHAPTER XXVI.,5.45452,1.1007844,21
3620,"When Mr. Vincy came home he was very angry with Wrench, and did not care if he never came into his house again.",CHAPTER XXVI.,10.573147,4.7832994,23
3621,"Lydgate should go on now, whether Wrench liked it or not.",CHAPTER XXVI.,4.249959,2.445858,11
3622,It was no joke to have fever in the house.,CHAPTER XXVI.,5.859778,3.3872817,10
3623,"Everybody must be sent to now, not to come to dinner on Thursday.",CHAPTER XXVI.,7.91588,0.3904319,13
3624,And Pritchard needn’t get up any wine: brandy was the best thing against infection.,CHAPTER XXVI.,5.66548,4.5744042,14
3625,"“I shall drink brandy,” added Mr. Vincy, emphatically—as much as to say, this was not an occasion for firing with blank-cartridges.",CHAPTER XXVI.,5.591729,4.594989,21
3626,"“He’s an uncommonly unfortunate lad, is Fred.",CHAPTER XXVI.,11.784949,5.2738576,7
3627,"He’d need have some luck by and by to make up for all this—else I don’t know who’d have an eldest son.”  “Don’t say so, Vincy,” said the mother, with a quivering lip, “if you don’t want him to be taken from me.”  “It will worret you to death, Lucy; that I can see,” said Mr. Vincy, more mildly.",CHAPTER XXVI.,10.9033,4.4274077,59
